"#","Game","Owners before","Owners after","Sales","Increase","Price","Max discount","Userscore (Metascore)"
"7006","Warlords Awakening","0","7,000","7,000","0%","$11.99","25% ($8.99)","72% (N/A)"
"7007","Scary Maze","3,000","7,000","4,000","133.33%","$0.99","51% ($0.49)","N/A (N/A)"
"7008","Darkness and Flame: Born of Fire","2,000","7,000","5,000","250%","$6.99","60% ($2.79)","84% (N/A)"
"7009","Trivia Vault: Movie Trivia","0","7,000","7,000","0%","$1.99","75% ($0.49)","N/A (N/A)"
"7010","Box Maze Extreme","5,000","7,000","2,000","40%","$0.99","51% ($0.49)","N/A (N/A)"
"7011","Ultimate Select Hero / 究极勇者的选择传说","2,000","7,000","5,000","250%","$1.99","60% ($0.79)","84% (N/A)"
"7012","樱之杜†净梦者 完全版 Sakura no Mori † Dreamers","5,000","7,000","2,000","40%","$17.99","45% ($9.89)","92% (N/A)"
"7013","EARTHLOCK","3,000","7,000","4,000","133.33%","$29.99","52% ($14.39)","80% (N/A)"
"7014","Indie Game Sim","4,000","7,000","3,000","75%","$7.99","75% ($1.99)","91% (N/A)"
"7015","Klang","5,000","7,000","2,000","40%","$14.99","75% ($3.74)","79% (71%)"
"7016","SOK MIN","5,000","7,000","2,000","40%","$1.99","75% ($0.49)","92% (N/A)"
"7017","Forgotten Realm RPG","2,000","7,000","5,000","250%","$4.99","75% ($1.24)","N/A (N/A)"
"7018","Trick Shot","5,000","7,000","2,000","40%","$1.99","0% ($1.99)","N/A (N/A)"
"7019","Super Blackjack Battle 2 Turbo Edition - The Card Warriors","4,000","7,000","3,000","75%","$11.99","50% ($5.99)","57% (N/A)"
"7020","Mermaid Land","0","7,000","7,000","0%","$3.99","75% ($0.99)","N/A (N/A)"
"7021","Card Quest","4,000","7,000","3,000","75%","$9.99","50% ($4.99)","94% (N/A)"
"7022","GALAXY 3D SPACE DEFENDER","3,000","7,000","4,000","133.33%","$0.99","51% ($0.49)","83% (N/A)"
"7023","Dehumanized","0","7,000","7,000","0%","$1.99","50% ($0.99)","75% (N/A)"
"7024","Neon Warp","4,000","7,000","3,000","75%","$1.99","75% ($0.49)","73% (N/A)"
"7025","Zeus vs Monsters - Math Game for kids","3,000","7,000","4,000","133.33%","$5.99","0% ($5.99)","N/A (N/A)"
"7026","Math Speed Challenge","2,000","7,000","5,000","250%","$0.99","51% ($0.49)","88% (N/A)"
"7027","Speedway Challenge League","5,000","7,000","2,000","40%","$2.99","0% ($2.99)","93% (N/A)"
"7028","PRINCIPIA: Master of Science","5,000","7,000","2,000","40%","$9.99","40% ($5.99)","76% (N/A)"
"7029","LIGHT","1,000","7,000","6,000","600%","$0.99","75% ($0.49)","N/A (49%)"
"7030","Cold Space","3,000","7,000","4,000","133.33%","$5.99","0% ($5.99)","69% (N/A)"
"7031","War Tech Fighters","5,000","7,000","2,000","40%","$19.99","50% ($7.49)","76% (65%)"
"7032","Tametsi","1,000","7,000","6,000","600%","$2.99","75% ($0.74)","95% (N/A)"
"7033","WaveLand","3,000","7,000","4,000","133.33%","$9.99","75% ($2.49)","87% (N/A)"
"7034","Dragon's Dungeon: Awakening","5,000","7,000","2,000","40%","$9.99","90% ($0.99)","70% (N/A)"
"7035","Wayhaven Chronicles: Book One","4,000","7,000","3,000","75%","$4.99","40% ($2.99)","97% (N/A)"
"7036","Jailbreak Russia","0","7,000","7,000","0%","$0.99","51% ($0.49)","N/A (N/A)"
"7037","Fairy Escape","2,000","7,000","5,000","250%","$1.99","75% ($0.49)","89% (N/A)"
"7038","Airbo","2,000","7,000","5,000","250%","$0.99","51% ($0.49)","N/A (N/A)"
"7039","Somewhere on Zibylon","5,000","7,000","2,000","40%","$9.99","75% ($2.49)","N/A (N/A)"
"7040","Clockwork","5,000","7,000","2,000","40%","$2.99","90% ($0.49)","57% (N/A)"
"7041","Fated Souls","4,000","7,000","3,000","75%","$9.99","90% ($0.99)","45% (N/A)"
"7042","Real Farm","5,000","7,000","2,000","40%","$19.99","90% ($1.99)","28% (N/A)"
"7043","Escape Artist: The Trial","5,000","7,000","2,000","40%","$0.99","51% ($0.49)","36% (N/A)"
"7044","Zombie Clicker Defense","5,000","7,000","2,000","40%","$1.99","75% ($0.49)","50% (N/A)"
"7045","The Preposterous Awesomeness of Everything","5,000","7,000","2,000","40%","$6.99","80% ($1.39)","100% (54%)"
"7046","Outbreak: The New Nightmare","4,000","7,000","3,000","75%","$12.99","70% ($3.89)","74% (N/A)"
"7047","Squirm","2,000","7,000","5,000","250%","$1.99","70% ($0.59)","96% (N/A)"
"7048","Tower!3D","3,000","7,000","4,000","133.33%","$29.99","50% ($14.99)","31% (N/A)"
"7049","Witches, Heroes and Magic","3,000","7,000","4,000","133.33%","$7.99","90% ($1.49)","N/A (N/A)"
"7050","BLADENET","5,000","7,000","2,000","40%","$6.99","33% ($4.68)","68% (N/A)"
"7051","TITAN SLAYER","5,000","7,000","2,000","40%","$12.99","50% ($6.49)","85% (N/A)"
"7052","Melting World Online","1,000","7,000","6,000","600%","$9.99","60% ($3.99)","68% (N/A)"
"7053","Omegaland","1,000","7,000","6,000","600%","$2.99","50% ($1.49)","95% (N/A)"
"7054","Colorzzle","1,000","7,000","6,000","600%","$1.99","25% ($1.49)","100% (N/A)"
"7055","Night Trap - 25th Anniversary Edition","3,000","7,000","4,000","133.33%","$14.99","66% ($5.09)","75% (N/A)"
"7056","Vanilla Bagel: The Roguelike","4,000","7,000","3,000","75%","$12.99","77% ($2.98)","66% (N/A)"
"7057","Aeon","5,000","7,000","2,000","40%","$19.99","70% ($5.99)","74% (N/A)"
"7058","Dispersio","3,000","7,000","4,000","133.33%","$0.99","51% ($0.49)","94% (N/A)"
"7059","Dupio","3,000","7,000","4,000","133.33%","$0.99","51% ($0.49)","N/A (N/A)"
"7060","Winner Winner Chicken Dinner!","3,000","7,000","4,000","133.33%","$0.99","51% ($0.49)","53% (N/A)"
"7061","Hard Rock Zombie Truck","3,000","7,000","4,000","133.33%","$3.99","87% ($0.51)","72% (N/A)"
"7062","Dragon Fantasy: The Black Tome of Ice","5,000","7,000","2,000","40%","$9.99","90% ($0.99)","53% (N/A)"
"7063","Skedaddle","5,000","7,000","2,000","40%","$3.99","0% ($2.99)","N/A (N/A)"
"7064","Snail Racer EXTREME","0","7,000","7,000","0%","$0.99","51% ($0.49)","N/A (N/A)"
"7065","ASRECorp","1,000","7,000","6,000","600%","$0.99","0% ($0.99)","35% (N/A)"
"7066","Myst III: Exile","0","7,000","7,000","0%","$14.99","40% ($8.99)","100% (83%)"
"7067","Aviation Hurricane Storm","2,000","7,000","5,000","250%","$0.99","51% ($0.49)","92% (N/A)"
"7068","Kynseed","0","7,000","7,000","0%","$9.99","0% ($9.99)","86% (N/A)"
"7069","Tiny Town VR","2,000","7,000","5,000","250%","$14.99","40% ($8.99)","93% (N/A)"
"7070","Circle pong","5,000","7,000","2,000","40%","$0.99","51% ($0.49)","N/A (N/A)"
"7071","Trivia Vault Baseball Trivia","2,000","7,000","5,000","250%","$1.99","75% ($0.49)","69% (N/A)"
"7072","Mystical","1,000","7,000","6,000","600%","$4.99","50% ($2.49)","N/A (N/A)"
"7073","The Crow's Eye","3,000","7,000","4,000","133.33%","$4.99","80% ($0.99)","77% (65%)"
"7074","Quanect","5,000","7,000","2,000","40%","$1.99","75% ($0.74)","66% (N/A)"
"7075","Transparent Black","4,000","7,000","3,000","75%","$0.99","45% ($0.54)","92% (N/A)"
"7076","PRE:ONE","3,000","7,000","4,000","133.33%","$4.99","40% ($2.99)","54% (N/A)"
"7077","Z55Z","1,000","7,000","6,000","600%","$1.99","75% ($0.49)","N/A (N/A)"
"7078","Making History: The Second World War","3,000","7,000","4,000","133.33%","$29.99","50% ($14.99)","77% (N/A)"
"7079","Gaygarin In deep as's'pace","0","7,000","7,000","0%","$0.99","51% ($0.49)","N/A (N/A)"
"7080","Z Runaway","3,000","7,000","4,000","133.33%","$1.99","75% ($0.49)","78% (N/A)"
"7081","Muv-Luv Alternative","4,000","7,000","3,000","75%","$39.99","40% ($23.99)","96% (83%)"
"7082","Monsters' Den: Book of Dread","4,000","7,000","3,000","75%","$4.99","75% ($1.24)","97% (N/A)"
"7083","I wanna be The Cat","5,000","7,000","2,000","40%","$6.99","20% ($5.59)","93% (N/A)"
"7084","OldMaidGirl","3,000","7,000","4,000","133.33%","$1.99","20% ($1.59)","80% (N/A)"
"7085","ShellBlast: Legacy Edition","1,000","6,000","5,000","500%","$3.99","75% ($0.99)","N/A (N/A)"
"7086","Once in Yaissor 2","1,000","6,000","5,000","500%","$0.99","45% ($0.54)","68% (N/A)"
"7087","My Car","4,000","6,000","2,000","50%","$0.99","51% ($0.49)","75% (N/A)"
"7088","Cat doesn't like banana","0","6,000","6,000","0%","$0.99","51% ($0.49)","N/A (N/A)"
"7089","Beachhead 2000","1,000","6,000","5,000","500%","$2.99","0% ($2.99)","22% (46%)"
"7090","Outrunner 2","4,000","6,000","2,000","50%","$0.99","51% ($0.49)","93% (N/A)"
"7091","Solar Settlers","3,000","6,000","3,000","100%","$9.99","33% ($6.69)","98% (N/A)"
"7092","Mystika 3 : Awakening of the dragons","2,000","6,000","4,000","200%","$4.99","60% ($1.99)","91% (N/A)"
"7093","Sky Noon","4,000","6,000","2,000","50%","$14.99","50% ($7.49)","81% (N/A)"
"7094","Anonymous ME","4,000","6,000","2,000","50%","$6.99","0% ($6.99)","62% (N/A)"
"7095","The Warrior Of Treasures 2: Skull Hunter","0","6,000","6,000","0%","$0.99","51% ($0.49)","N/A (N/A)"
"7096","ZHUST - THE ILLUSION SOUL","4,000","6,000","2,000","50%","$4.99","80% ($0.99)","60% (N/A)"
"7097","Dig Dog","1,000","6,000","5,000","500%","$2.99","33% ($2)","80% (N/A)"
"7098","Hostage: Rescue Mission","1,000","6,000","5,000","500%","$4.99","50% ($2.49)","N/A (N/A)"
"7099","Hunting Unlimited 2011","2,000","6,000","4,000","200%","$9.99","65% ($3.49)","7% (N/A)"
"7100","Flurius","0","6,000","6,000","0%","$0.99","51% ($0.49)","N/A (N/A)"
"7101","Renoir","4,000","6,000","2,000","50%","$9.99","80% ($1.99)","61% (N/A)"
"7102","My zero trip","3,000","6,000","3,000","100%","$0.99","51% ($0.49)","N/A (N/A)"
"7103","Shogo: Mobile Armor Division","3,000","6,000","3,000","100%","$9.99","66% ($3.39)","57% (88%)"
"7104","Weaves of Fate","4,000","6,000","2,000","50%","$3.99","25% ($2.99)","72% (N/A)"
"7105","Nyheim","3,000","6,000","3,000","100%","$3.99","50% ($1.99)","71% (N/A)"
"7106","The Ditzy Demons Are in Love With Me","0","6,000","6,000","0%","$24.99","10% ($22.49)","98% (N/A)"
"7107","Achievement Lurker: Dad Jokes","2,000","6,000","4,000","200%","$1.99","60% ($0.79)","65% (N/A)"
"7108","Girlfriend Cards","0","6,000","6,000","0%","$0.99","51% ($0.49)","63% (N/A)"
"7109","Beer Bar","0","6,000","6,000","0%","$0.99","51% ($0.49)","90% (N/A)"
"7110","Thea 2: The Shattering","0","6,000","6,000","0%","$24.99","10% ($22.49)","83% (N/A)"
"7111","DeerHunterX","2,000","6,000","4,000","200%","$1.99","50% ($0.99)","20% (N/A)"
"7112","Trivia Vault: Golf Trivia","1,000","6,000","5,000","500%","$1.99","75% ($0.49)","85% (N/A)"
"7113","XenoShyft","2,000","6,000","4,000","200%","$9.99","61% ($3.89)","61% (N/A)"
"7114","PALEO museum VR","2,000","6,000","4,000","200%","$1.99","20% ($1.59)","N/A (N/A)"
"7115","Chamber 19","4,000","6,000","2,000","50%","$14.99","0% ($14.99)","63% (N/A)"
"7116","9 Balls","1,000","6,000","5,000","500%","$0.99","51% ($0.49)","N/A (N/A)"
"7117","Raiden Legacy - Steam Edition","3,000","6,000","3,000","100%","$9.99","50% ($4.99)","38% (N/A)"
"7118","Kitten Rampage","2,000","6,000","4,000","200%","$7.99","50% ($3.99)","42% (N/A)"
"7119","Sorgina: A Tale of Witches","3,000","6,000","3,000","100%","$9.99","70% ($2.99)","N/A (N/A)"
"7120","SixGenerals | 六小将传说","2,000","6,000","4,000","200%","$9.99","30% ($6.99)","N/A (N/A)"
"7121","Hydroactive","3,000","6,000","3,000","100%","$2.99","83% ($0.5)","N/A (N/A)"
"7122","Cross And Crush","2,000","6,000","4,000","200%","$3.99","75% ($1.99)","N/A (N/A)"
"7123","Unstoppable Hamster","4,000","6,000","2,000","50%","$4.99","87% ($0.5)","80% (N/A)"
"7124","Arevan","4,000","6,000","2,000","50%","$7.99","90% ($0.79)","31% (N/A)"
"7125","与雾雨魔理沙一起偷重要的东西 ~ Happy Stealing with Kirisame Marisa","0","6,000","6,000","0%","$0.99","51% ($0.49)","93% (N/A)"
"7126","The Shadow of Hell","0","6,000","6,000","0%","$0.99","51% ($0.49)","N/A (N/A)"
"7127","Phantom","2,000","6,000","4,000","200%","$24.99","0% ($24.99)","39% (N/A)"
"7128","Alicia Quatermain: Secrets Of The Lost Treasures","2,000","6,000","4,000","200%","$2.99","75% ($0.74)","80% (N/A)"
"7129","The Sunny Day 晴天","0","6,000","6,000","0%","$1.99","40% ($1.19)","92% (N/A)"
"7130","The Artifact","3,000","6,000","3,000","100%","$7.99","55% ($3.59)","68% (N/A)"
"7131","Mogic","4,000","6,000","2,000","50%","$0.99","51% ($0.49)","47% (N/A)"
"7132","Golf 2D","4,000","6,000","2,000","50%","$1.99","75% ($0.49)","56% (N/A)"
"7133","Wrath of Loki VR Adventure","3,000","6,000","3,000","100%","$2.99","84% ($0.49)","67% (N/A)"
"7134","Space Rocket","2,000","6,000","4,000","200%","$0.99","51% ($0.49)","78% (N/A)"
"7135","Warlock Revenge","4,000","6,000","2,000","50%","$2.99","83% ($0.5)","85% (N/A)"
"7136","The Cows Are Watching","3,000","6,000","3,000","100%","$3.99","75% ($0.99)","90% (N/A)"
"7137","Holy Potatoes! What the Hell?!","4,000","6,000","2,000","50%","$7.99","63% ($2.95)","54% (N/A)"
"7138","Escape From BioStation","4,000","6,000","2,000","50%","$0.99","75% ($0.74)","N/A (N/A)"
"7139","ClearMem :: Free Up Your RAM","0","6,000","6,000","0%","$9.99","51% ($4.89)","50% (N/A)"
"7140","Accounting+","0","6,000","6,000","0%","$11.99","15% ($10.19)","78% (N/A)"
"7141","Medieval Shopkeeper Simulator","3,000","6,000","3,000","100%","$9.99","33% ($6.69)","78% (N/A)"
"7142","Idle Hunter","0","6,000","6,000","0%","$0.99","40% ($0.59)","80% (N/A)"
"7143","Agatha Knife","3,000","6,000","3,000","100%","$11.99","50% ($5.99)","95% (N/A)"
"7144","Kittypocalypse - Ungoggled","4,000","6,000","2,000","50%","$9.99","55% ($4.49)","86% (N/A)"
"7145","Train Simulator: London Subway","0","6,000","6,000","0%","$1.99","30% ($1.39)","N/A (N/A)"
"7146","Sky Jac","3,000","6,000","3,000","100%","$4.99","0% ($4.99)","N/A (N/A)"
"7147","Escape the Mazes","3,000","6,000","3,000","100%","$2.99","75% ($0.74)","71% (N/A)"
"7148","Beachhead 2002","2,000","6,000","4,000","200%","$2.99","0% ($2.99)","65% (46%)"
"7149","Hell in Paradise","3,000","6,000","3,000","100%","$0.99","51% ($0.49)","N/A (N/A)"
"7150","Tunnel Rats","2,000","6,000","4,000","200%","$19.99","0% ($19.99)","34% (30%)"
"7151","qop 3","4,000","6,000","2,000","50%","$0.99","40% ($0.59)","94% (N/A)"
"7152","Viking's drakkars","3,000","6,000","3,000","100%","$0.99","30% ($0.69)","N/A (N/A)"
"7153","The friends of Ringo Ishikawa","3,000","6,000","3,000","100%","$14.99","25% ($11.24)","89% (N/A)"
"7154","Cube Link","4,000","6,000","2,000","50%","$4.99","80% ($0.59)","92% (N/A)"
"7155","Agricola: All Creatures Big and Small","1,000","6,000","5,000","500%","$9.99","60% ($3.99)","43% (N/A)"
"7156","small pixel","0","6,000","6,000","0%","$1.99","60% ($0.79)","N/A (N/A)"
"7157","Armor Clash II [RTS]","3,000","6,000","3,000","100%","$9.99","50% ($4.99)","61% (N/A)"
"7158","Trivia Vault: Food Trivia","0","6,000","6,000","0%","$1.99","75% ($0.49)","N/A (N/A)"
"7159","Defend the planet","3,000","6,000","3,000","100%","$0.99","51% ($0.49)","N/A (N/A)"
"7160","Trivia Vault: Literature Trivia","0","6,000","6,000","0%","$1.99","75% ($0.49)","N/A (N/A)"
"7161","MXGP PRO","0","6,000","6,000","0%","$49.99","40% ($29.99)","60% (N/A)"
"7162","Rolling Shapes","4,000","6,000","2,000","50%","$0.99","51% ($0.49)","55% (N/A)"
"7163","NEKO-NIN exHeart 2","3,000","6,000","3,000","100%","$9.99","20% ($7.99)","95% (N/A)"
"7164","Winter Cold","4,000","6,000","2,000","50%","$1.99","70% ($0.59)","61% (N/A)"
"7165","Crossroad Mysteries: The Broken Deal","4,000","6,000","2,000","50%","$9.99","75% ($2.49)","70% (N/A)"
"7166","Grimm: Dark Legacy","4,000","6,000","2,000","50%","$14.99","0% ($14.99)","46% (N/A)"
"7167","Scheming Through The Zombie Apocalypse: The Beginning","2,000","6,000","4,000","200%","$4.99","50% ($2.49)","90% (N/A)"
"7168","TTV2","4,000","6,000","2,000","50%","$0.99","51% ($0.49)","97% (N/A)"
"7169","Xenoraid: The First Space War","4,000","6,000","2,000","50%","$9.99","75% ($2.49)","84% (N/A)"
"7170","Abstractism","3,000","6,000","3,000","100%","$0.99","51% ($0.49)","65% (N/A)"
"7171","Hentai Epic Puzzles","0","6,000","6,000","0%","$0.99","25% ($0.74)","83% (N/A)"
"7172","Nightmare Simulator","0","6,000","6,000","0%","$2.99","30% ($2.09)","N/A (N/A)"
"7173","Fossil Hunters","2,000","6,000","4,000","200%","$14.99","65% ($5.24)","73% (N/A)"
"7174","Retro Miami","3,000","6,000","3,000","100%","$0.99","51% ($0.49)","20% (N/A)"
"7175","Achievement Hunter: Kiborg","4,000","6,000","2,000","50%","$0.99","51% ($0.49)","73% (N/A)"
"7176","Supreme: Pizza Empire","4,000","6,000","2,000","50%","$9.99","80% ($1.99)","59% (N/A)"
"7177","Fairy of the treasures","4,000","6,000","2,000","50%","$0.99","51% ($0.49)","28% (N/A)"
"7178","Neo Angle","3,000","6,000","3,000","100%","$0.99","0% ($0.99)","N/A (N/A)"
"7179","TankZone Battle","3,000","6,000","3,000","100%","$9.99","75% ($2.24)","70% (N/A)"
"7180","Mystik Belle","3,000","6,000","3,000","100%","$14.99","35% ($9.74)","87% (N/A)"
"7181","Fuego!","4,000","6,000","2,000","50%","$4.99","0% ($4.99)","84% (N/A)"
"7182","Rifter","0","6,000","6,000","0%","$11.99","30% ($8.39)","98% (69%)"
"7183","WinKings","4,000","6,000","2,000","50%","$4.99","50% ($2.49)","N/A (N/A)"
"7184","Onii-Chan","3,000","6,000","3,000","100%","$1.99","45% ($1.09)","62% (N/A)"
"7185","MechRunner","4,000","6,000","2,000","50%","$6.99","0% ($6.99)","63% (N/A)"
"7186","Robby's Adventure","2,000","6,000","4,000","200%","$4.99","60% ($1.99)","N/A (N/A)"
"7187","They Are Hundreds","2,000","6,000","4,000","200%","$0.99","80% ($0.49)","59% (N/A)"
"7188","Lifeline","3,000","6,000","3,000","100%","$3.99","60% ($1.59)","68% (N/A)"
"7189","Demon's Rise - Lords of Chaos","1,000","6,000","5,000","500%","$6.99","50% ($3.49)","86% (N/A)"
"7190","CGWallpapers","2,000","6,000","4,000","200%","$4.99","50% ($2.49)","59% (N/A)"
"7191","Choice of Magics","0","6,000","6,000","0%","$6.99","30% ($4.89)","95% (N/A)"
"7192","What is love?","1,000","6,000","5,000","500%","$3.99","70% ($1.19)","23% (N/A)"
"7193","Trivia Vault: Business Trivia","1,000","6,000","5,000","500%","$1.99","75% ($0.49)","N/A (N/A)"
"7194","Gravity Light","1,000","6,000","5,000","500%","$0.99","45% ($0.54)","N/A (N/A)"
"7195","Roman The Worm","0","6,000","6,000","0%","$1.99","75% ($0.49)","100% (N/A)"
"7196","You Green Elephant","0","6,000","6,000","0%","$3.99","87% ($0.51)","N/A (N/A)"
"7197","Infinite Air with Mark McMorris","4,000","6,000","2,000","50%","$29.99","80% ($5.99)","82% (N/A)"
"7198","Birdtual Reality","3,000","6,000","3,000","100%","$5.99","0% ($5.99)","N/A (N/A)"
"7199","State of Mind","2,000","6,000","4,000","200%","$29.99","50% ($14.99)","82% (68%)"
"7200","Spaceguard 80","0","6,000","6,000","0%","$1.99","60% ($0.79)","100% (N/A)"
"7201","Are You Ready?","1,000","6,000","5,000","500%","$0.99","69% ($0.49)","N/A (N/A)"
"7202","Silent Descent","2,000","6,000","4,000","200%","$8.99","65% ($3.14)","77% (N/A)"
"7203","Indie Pogo","0","6,000","6,000","0%","$14.99","0% ($14.99)","84% (N/A)"
"7204","Grottesco Absurdus","0","6,000","6,000","0%","$0.99","30% ($0.69)","93% (N/A)"
"7205","GoFetch","0","6,000","6,000","0%","$3.99","50% ($1.99)","N/A (N/A)"
"7206","Copy Kitty","4,000","6,000","2,000","50%","$14.99","40% ($8.99)","98% (N/A)"
"7207","Colonumbers","0","6,000","6,000","0%","$0.99","15% ($0.84)","N/A (N/A)"
"7208","Initial 2 : New Stage","0","6,000","6,000","0%","$24.99","13% ($21.74)","71% (N/A)"
"7209","No70: Eye of Basir","3,000","6,000","3,000","100%","$5.99","70% ($1.79)","61% (52%)"
"7210","Injured by space","1,000","6,000","5,000","500%","$0.99","51% ($0.49)","100% (N/A)"
"7211","Gardener the Ripper","4,000","6,000","2,000","50%","$0.99","51% ($0.49)","N/A (N/A)"
"7212","Project Defense","0","6,000","6,000","0%","$0.99","51% ($0.49)","N/A (N/A)"
"7213","Eximius: Seize the Frontline","0","6,000","6,000","0%","$29.99","35% ($19.49)","73% (N/A)"
"7214","Labyrinths of Atlantis","3,000","6,000","3,000","100%","$0.99","75% ($0.49)","N/A (N/A)"
"7215","Wars Across The World","3,000","6,000","3,000","100%","$9.99","50% ($7.49)","75% (N/A)"
"7216","Airport Simulator 2019","3,000","6,000","3,000","100%","$19.99","33% ($13.39)","14% (N/A)"
"7217","鬼畜大冒险 Gui Chu Da Mao Xian","0","6,000","6,000","0%","$2.99","40% ($1.79)","51% (N/A)"
"7218","The Witch's House MV","0","6,000","6,000","0%","$14.99","10% ($13.49)","98% (N/A)"
"7219","Bitcoin VS Brain","1,000","6,000","5,000","500%","$0.99","51% ($0.49)","N/A (N/A)"
"7220","The soldier in the mine","4,000","6,000","2,000","50%","$0.99","51% ($0.49)","54% (N/A)"
"7221","Squares Puzzle","0","6,000","6,000","0%","$0.99","30% ($0.69)","85% (N/A)"
"7222","Snail Trek - Chapter 1: Intershellar","2,000","6,000","4,000","200%","$0.99","30% ($0.69)","96% (N/A)"
"7223","Germination","1,000","6,000","5,000","500%","$3.99","69% ($1.23)","N/A (N/A)"
"7224","Out of Ammo: Death Drive","3,000","6,000","3,000","100%","$9.99","50% ($4.99)","77% (N/A)"
"7225","Mystery of Unicorn Castle: The Beastmaster","3,000","6,000","3,000","100%","$6.99","80% ($1.39)","84% (N/A)"
"7226","PUSS!","0","6,000","6,000","0%","$9.99","30% ($6.99)","93% (N/A)"
"7227","Aveyond 3-3: The Lost Orb","4,000","6,000","2,000","50%","$9.99","80% ($1.99)","70% (N/A)"
"7228","69","1,000","6,000","5,000","500%","$0.99","30% ($0.69)","92% (N/A)"
"7229","R.B.I. Baseball 16","4,000","6,000","2,000","50%","$19.99","0% ($19.99)","41% (N/A)"
"7230","Wolf & Rabbit","4,000","6,000","2,000","50%","$1.99","33% ($1.33)","98% (N/A)"
