"","Rank of Sales","Game","Owners Before","Owners After","Sales","Price","Increase(Percentage)","Max Discount(Percentage of Original)","Lowest Price"
"6806",6806,"ROKH",4000,7000,3000,19.99,75,0,9.99
"6807",6807,"One Dog Story",3000,7000,4000,4.99,133.33,50,2.49
"6808",6808,"Orblitz",2000,7000,5000,0.99,250,0,0.99
"6809",6809,"Mana Spark",0,7000,7000,9.99,0,15,8.49
"6810",6810,"The Initiate",3000,7000,4000,12.99,133.33,70,4.49
"6811",6811,"Super Arcade Football",4000,7000,3000,9.99,75,50,4.99
"6812",6812,"Bitcoin Trader",2000,7000,5000,2.99,250,90,0.49
"6813",6813,"HeartZ: Co-Hope Puzzles",5000,7000,2000,9.99,40,75,2.49
"6814",6814,"Hunted: One Step Too Far",5000,7000,2000,4.99,40,80,0.99
"6815",6815,"Silver Bullet: Prometheus",5000,7000,2000,4.99,40,90,0.49
"6816",6816,"DeFaster",0,7000,7000,0.99,0,51,0.49
"6817",6817,"Kingdom Tales",5000,7000,2000,2.99,40,70,0.89
"6818",6818,"Next",4000,7000,3000,0.99,75,51,0.49
"6819",6819,"Celestial Creator",1000,7000,6000,0.99,600,50,0.99
"6820",6820,"Leaflet Love Story",0,7000,7000,2.99,0,40,1.79
"6821",6821,"Super Bunny Man",4000,7000,3000,13.99,75,0,12.99
"6822",6822,"Papich - The Game Ep.1",4000,7000,3000,1.99,75,75,0.49
"6823",6823,"Demon's Crystals",4000,7000,3000,4.99,75,60,1.99
"6824",6824,"A Princess' Tale",5000,7000,2000,4.99,40,90,0.49
"6825",6825,"Gopnik Simulator",3000,7000,4000,0.99,133.33,51,0.49
"6826",6826,"Valthirian Arc: Hero School Story",0,7000,7000,14.99,0,20,11.99
"6827",6827,"D.N.Age",3000,7000,4000,4.99,133.33,60,1.99
"6828",6828,"CYBER JOLT (VR)",5000,7000,2000,0.99,40,37,0.62
"6829",6829,"V ARRR",4000,7000,3000,9.99,75,90,0.99
"6830",6830,"Sweet Girl Adventure 2",0,7000,7000,0.99,0,40,0.59
"6831",6831,"The Cursed Love",0,7000,7000,1.99,0,65,1.39
"6832",6832,"Sumeru",5000,7000,2000,6.99,40,60,2.79
"6833",6833,"ZoneDriver",5000,7000,2000,0.99,40,51,0.49
"6834",6834,"QLORB",5000,7000,2000,0.99,40,51,0.49
"6835",6835,"MOMO.EXE",0,7000,7000,1.99,0,55,0.89
"6836",6836,"Glory of the Self-Styled Diehard girl",2000,7000,5000,3.99,250,25,1.49
"6837",6837,"Insane Decay of Mind: The Labyrinth",4000,7000,3000,2.99,75,80,0.59
"6838",6838,"Let's Sing 2016",3000,7000,4000,24.99,133.33,66,8.49
"6839",6839,"Plant This",5000,7000,2000,0.99,40,75,0.49
"6840",6840,"Tank Warfare: Tunisia 1943",5000,7000,2000,39.99,40,80,7.99
"6841",6841,"THE QUIET MAN",0,7000,7000,14.99,0,10,13.49
"6842",6842,"Grisaia Phantom Trigger Vol.3",3000,7000,4000,14.99,133.33,35,9.74
"6843",6843,"Sky Hawk",2000,7000,5000,2.99,250,75,0.99
"6844",6844,"Pulse",3000,7000,4000,7.99,133.33,85,1.59
"6845",6845,"SOK MAX",2000,7000,5000,1.99,250,75,0.49
"6846",6846,"SUMETRICK",3000,7000,4000,0.99,133.33,51,0.49
"6847",6847,"Space man adventure dash",3000,7000,4000,0.99,133.33,51,0.49
"6848",6848,"Achievement Lurker: Respectable Accomplishment",2000,7000,5000,1.99,250,60,0.79
"6849",6849,"Cut The Ex-Girlfriends",1000,7000,6000,0.99,600,51,0.49
"6850",6850,"Pavilion",3000,7000,4000,9.99,133.33,50,4.99
"6851",6851,"Harts",5000,7000,2000,1.99,40,60,0.79
"6852",6852,"Alien Hallway 2",2000,7000,5000,9.99,250,65,3.49
"6853",6853,"東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival",0,7000,7000,8.99,0,20,7.19
"6854",6854,"The Duller",3000,7000,4000,0.99,133.33,51,0.49
"6855",6855,"Mumps",4000,7000,3000,0.99,75,51,0.49
"6856",6856,"Death Space",0,7000,7000,0.99,0,40,0.59
"6857",6857,"Galimulator",2000,7000,5000,4.99,250,40,2.99
"6858",6858,"EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER",4000,7000,3000,19.99,75,50,9.99
"6859",6859,"Gun Brothers",5000,7000,2000,9.99,40,90,0.99
"6860",6860,"Leisure Suit Larry 6 - Shape Up Or Slip Out",4000,7000,3000,4.99,75,50,2.49
"6861",6861,"Achievement Hunter: Scars",4000,7000,3000,0.99,75,51,0.49
"6862",6862,"Zoo Tycoon: Ultimate Animal Collection",0,7000,7000,19.99,0,25,14.99
"6863",6863,"OutSplit",5000,7000,2000,0.99,40,51,0.49
"6864",6864,"Aiball: Drunks",4000,7000,3000,0.99,75,51,0.49
"6865",6865,"Total Extreme Wrestling 2013",3000,7000,4000,19.99,133.33,75,4.99
"6866",6866,"DYING: Reborn",4000,7000,3000,12.99,75,80,2.59
"6867",6867,"Owen to have fun!",3000,7000,4000,1.99,133.33,75,0.49
"6868",6868,"Fortissimo FA INTL Ver",0,7000,7000,9.99,0,60,1.19
"6869",6869,"Police Patrol",3000,7000,4000,0.99,133.33,51,0.49
"6870",6870,"建筑大冒险 Architectural Adventure",0,7000,7000,0.99,0,0,0.99
"6871",6871,"TEVA",1000,7000,6000,0.99,600,51,0.49
"6872",6872,"Little Adventurer II",5000,7000,2000,0.99,40,51,0.49
"6873",6873,"So Many Me",5000,7000,2000,14.99,40,80,2.99
"6874",6874,"Companion",3000,7000,4000,9.99,133.33,50,4.99
"6875",6875,"Racket Fury: Table Tennis VR",4000,7000,3000,9.99,75,40,5.99
"6876",6876,"Natural Locomotion",2000,7000,5000,9.99,250,20,7.99
"6877",6877,"Bitcoin Trading Master: Simulator",3000,7000,4000,4.99,133.33,35,1.49
"6878",6878,"Bunny Hop",2000,7000,5000,0.99,250,51,0.49
"6879",6879,"JJBoom",0,7000,7000,9.99,0,90,0.99
"6880",6880,"MILF",3000,7000,4000,0.99,133.33,45,0.54
"6881",6881,"The Momo Game",0,7000,7000,1.99,0,50,0.99
"6882",6882,"River City Melee : Battle Royal Special",3000,7000,4000,19.99,133.33,80,3.99
"6883",6883,"Russian Prisoner VS Nazi Zombies",2000,7000,5000,0.99,250,51,0.49
"6884",6884,"Tragedy of Prince Rupert",5000,7000,2000,4.99,40,80,0.99
"6885",6885,"Regular Human Basketball",0,7000,7000,4.99,0,20,3.99
"6886",6886,"Gay World",4000,7000,3000,0.99,75,51,0.49
"6887",6887,"Wacky Wheels HD",2000,7000,5000,9.99,250,70,2.99
"6888",6888,"Starlight Inception",5000,7000,2000,9.99,40,75,2.49
"6889",6889,"The Dragons' Twilight",4000,7000,3000,3.99,75,50,1.99
"6890",6890,"Mhakna Gramura and Fairy Bell",2000,7000,5000,4.99,250,20,3.99
"6891",6891,"Rainbow Snake",5000,7000,2000,0.99,40,87,0.49
"6892",6892,"Don Bradman Cricket 17",5000,7000,2000,49.99,40,25,37.49
"6893",6893,"Goat Life",3000,7000,4000,3.99,133.33,87,0.49
"6894",6894,"Leisure Suit Larry 1 - In the Land of the Lounge Lizards",4000,7000,3000,3.99,75,50,1.99
"6895",6895,"DevWill",5000,7000,2000,0.99,40,51,0.49
"6896",6896,"TacoFace",1000,7000,6000,0.99,600,0,0.99
"6897",6897,"Tower Hunter: Erza's Trial",0,7000,7000,15.99,0,20,12.79
"6898",6898,"Age of Castles: Warlords",5000,7000,2000,1.99,40,75,0.49
"6899",6899,"The Last Warlock",5000,7000,2000,5.99,40,50,2.99
"6900",6900,"Sengoku Jidai: Shadow of the Shogun",4000,7000,3000,29.99,75,65,10.49
"6901",6901,"NALOGI 2",1000,7000,6000,1.99,600,75,0.49
"6902",6902,"Attentat 1942",4000,7000,3000,10.99,75,50,5.49
"6903",6903,"Healer's Quest",4000,7000,3000,14.99,75,35,9.74
"6904",6904,"Wildlife Creative Studio",5000,7000,2000,6.99,40,50,3.49
"6905",6905,"Geared",2000,7000,5000,2.99,250,0,2.99
"6906",6906,"Hope in Hell",5000,7000,2000,2.99,40,0,2.99
"6907",6907,"Zen Chess: Mate in One",3000,7000,4000,0.99,133.33,40,0.59
"6908",6908,"NOSTALGIC TRAIN",4000,7000,3000,18.99,75,0,18.99
"6909",6909,"Dead Acres",4000,7000,3000,4.99,75,40,2.99
"6910",6910,"Nusakana",3000,7000,4000,8.99,133.33,75,2.24
"6911",6911,"Trooper 1",5000,7000,2000,2.99,40,50,1.49
"6912",6912,"Default Dan",4000,7000,3000,5.99,75,0,5.99
"6913",6913,"Dead",3000,7000,4000,4.99,133.33,50,2.49
"6914",6914,"Arvale",5000,7000,2000,7.99,40,90,0.79
"6915",6915,"Wo Yao Da 我要大",5000,7000,2000,2.99,40,50,1.49
"6916",6916,"Tail Drift",5000,7000,2000,9.99,40,0,9.99
"6917",6917,"Katamari Damacy REROLL",0,7000,7000,29.99,0,0,29.99
"6918",6918,"Slay.one",2000,7000,5000,9.99,250,30,6.99
"6919",6919,"PubgTrainingCamp",4000,7000,3000,2.99,75,0,2.99
"6920",6920,"Lost In Space",5000,7000,2000,0.99,40,51,0.49
"6921",6921,"Gamer Career Tycoon",3000,7000,4000,8.99,133.33,90,0.89
"6922",6922,"Kingdom Defense",5000,7000,2000,0.99,40,51,0.49
"6923",6923,"Attack of the Earthlings",5000,7000,2000,19.99,40,30,13.99
"6924",6924,"Trivia Vault: Soccer Trivia",1000,7000,6000,1.99,600,75,0.49
"6925",6925,"The Horus Heresy: Battle of Tallarn - Iron Edition",4000,7000,3000,9.99,75,90,0.99
"6926",6926,"Capcom Beat 'Em Up Bundle / カプコン ベルトアクション コレクション",0,7000,7000,19.99,0,0,19.99
"6927",6927,"inVokeR",2000,7000,5000,14.99,250,90,1.49
"6928",6928,"EVIL POSSESSION",4000,7000,3000,0.99,75,51,0.49
"6929",6929,"Apocryph: an old-school shooter",2000,7000,5000,14.99,250,50,7.49
"6930",6930,"Don't Sink",5000,7000,2000,9.99,40,50,4.99
"6931",6931,"Age of Rivals",4000,7000,3000,9.99,75,50,4.99
"6932",6932,"Captive",1000,7000,6000,1.99,600,70,0.67
"6933",6933,"Bus Tycoon ND (Night and Day)",5000,7000,2000,2.99,40,65,1.04
"6934",6934,"DEEP SPACE | Space-Platformer",2000,7000,5000,4.99,250,65,1.74
"6935",6935,"openCanvas 7",5000,7000,2000,59.99,40,20,47.99
"6936",6936,"Soup: the Game",5000,7000,2000,1.99,40,0,1.99
"6937",6937,"Lily's Day Off",5000,7000,2000,2.99,40,67,0.98
"6938",6938,"Monsterland",3000,7000,4000,0.99,133.33,0,0.99
"6939",6939,"Super Animal Royale",0,7000,7000,12.99,0,10,11.69
"6940",6940,"Don't Bite Me Bro! +",0,7000,7000,0.99,0,0,0.99
"6941",6941,"Treasure Hunter Simulator",0,7000,7000,16.99,0,15,14.44
"6942",6942,"Lucy Got Problems",0,7000,7000,7.99,0,15,6.79
"6943",6943,"Teal",4000,7000,3000,3.99,75,75,0.99
"6944",6944,"Thing-in-Itself",5000,7000,2000,2.49,40,80,0.49
"6945",6945,"Ashes",5000,7000,2000,0.99,40,51,0.49
"6946",6946,"Rex: Another Island",3000,7000,4000,2.99,133.33,50,1.49
"6947",6947,"Indian Mutiny: Little Sepoy",3000,7000,4000,3.99,133.33,75,1.49
"6948",6948,"Dragon Perception",5000,7000,2000,0.99,40,51,0.49
"6949",6949,"Legends of Iskaria: Days of Thieves",1000,7000,6000,2.99,600,75,0.74
"6950",6950,"Hello Charlotte EP3: Childhood's End",5000,7000,2000,2.99,40,30,2.09
"6951",6951,"INVERSUS Deluxe",5000,7000,2000,14.99,40,67,4.94
"6952",6952,"Tiny Mage",4000,7000,3000,0.99,75,83,0.49
"6953",6953,"One Piece: Unlimited World Red - Deluxe Edition",5000,7000,2000,39.99,40,75,9.99
"6954",6954,"Wormster Dash",0,7000,7000,1.99,0,30,1.39
"6955",6955,"quadrantica",2000,7000,5000,1.99,250,50,0.99
"6956",6956,"Anime Dress Up",0,7000,7000,0.99,0,51,0.49
"6957",6957,"Loot Box Quest",5000,7000,2000,0.99,40,30,0.69
"6958",6958,"CHAOS CODE -NEW SIGN OF CATASTROPHE-",5000,7000,2000,19.99,40,75,4.99
"6959",6959,"Project Glitch",2000,7000,5000,0.99,250,0,0.99
"6960",6960,"JQ: countries",2000,7000,5000,0.99,250,51,0.49
"6961",6961,"Gevaudan",5000,7000,2000,2.99,40,50,1.49
"6962",6962,"SWORDY",4000,7000,3000,14.99,75,0,14.99
"6963",6963,"G2 Fighter",0,7000,7000,15.99,0,20,12.79
"6964",6964,"Club of fighters",5000,7000,2000,1.99,40,50,0.99
"6965",6965,"OF MICE AND SAND -REVISED-",5000,7000,2000,9.99,40,20,7.99
"6966",6966,"Trivia Vault: Celebrity Trivia",3000,7000,4000,1.99,133.33,75,0.49
"6967",6967,"Close Me",5000,7000,2000,0.99,40,20,0.79
"6968",6968,"Shadows on the Vatican Act II: Wrath",5000,7000,2000,6.99,40,70,2.09
"6969",6969,"Rugby League Team Manager 2015",5000,7000,2000,19.99,40,50,9.99
"6970",6970,"Craft and Dungeon",4000,7000,3000,0.99,75,35,0.64
"6971",6971,"Front Office Football Seven",5000,7000,2000,14.99,40,30,13.29
"6972",6972,"Stickman Jetpack",5000,7000,2000,0.99,40,51,0.49
"6973",6973,"Ian's Eyes",3000,7000,4000,9.99,133.33,90,0.99
"6974",6974,"There Is A Genie In My Szechuan Sauce",4000,7000,3000,1.99,75,60,0.79
"6975",6975,"Conductor",5000,7000,2000,9.99,40,50,4.99
"6976",6976,"PooSky",5000,7000,2000,1.99,40,75,0.49
"6977",6977,"Deep Sorrow",4000,7000,3000,3.99,75,50,1.99
"6978",6978,"Urban War Defense",3000,7000,4000,5.99,133.33,75,1.49
"6979",6979,"Time To Walk Alone",4000,7000,3000,0.99,75,51,0.49
"6980",6980,"Barter Empire",5000,7000,2000,4.99,40,0,4.99
"6981",6981,"Crankies Workshop: Whirlbot Assembly",4000,7000,3000,0.99,75,51,0.49
"6982",6982,"Achievement Hunter: Alien",5000,7000,2000,0.99,40,51,0.49
"6983",6983,"Farm Frenzy Collection",5000,7000,2000,19.99,40,60,7.99
"6984",6984,"Achievement Hunter: Zombie",5000,7000,2000,0.99,40,51,0.49
"6985",6985,"Brick Breaker Ultimate",5000,7000,2000,0.99,40,51,0.49
"6986",6986,"Trivia Vault: Art Trivia",2000,7000,5000,1.99,250,75,0.49
"6987",6987,"Gladiabots",0,7000,7000,14.99,0,10,13.49
"6988",6988,"ArcBall",5000,7000,2000,0.99,40,51,0.49
"6989",6989,"My Holiday",0,7000,7000,4.99,0,15,4.24
"6990",6990,"The Blackout Club",0,7000,7000,19.99,0,10,17.99
"6991",6991,"Immortal Planet",5000,7000,2000,14.99,40,60,5.99
"6992",6992,"Darkestville Castle",4000,7000,3000,14.99,75,50,7.49
"6993",6993,"Starr Mazer: DSP",5000,7000,2000,9.99,40,30,6.99
"6994",6994,"Shadows of Adam",3000,7000,4000,14.99,133.33,50,7.49
"6995",6995,"Angels That Kill",5000,7000,2000,2.99,40,50,1.49
"6996",6996,"U-BOOT 1945",0,7000,7000,1.99,0,75,0.49
"6997",6997,"First Winter",1000,7000,6000,3.99,600,50,1.99
"6998",6998,"News Tycoon",5000,7000,2000,6.99,40,60,2.79
"6999",6999,"Armored Kitten",3000,7000,4000,2.99,133.33,25,2.24
"7000",7000,"Prisoner",4000,7000,3000,2.99,75,75,0.74
"7001",7001,"DiscStorm",5000,7000,2000,11.99,40,60,4.79
"7002",7002,"Shotgun Legend",4000,7000,3000,4.99,75,80,0.49
"7003",7003,"Z-Exemplar",5000,7000,2000,1.99,40,75,1.24
"7004",7004,"Colt Express",4000,7000,3000,6.99,75,57,3
"7005",7005,"Club Manager 2017",4000,7000,3000,29.99,75,50,14.99
"7006",7006,"Warlords Awakening",0,7000,7000,11.99,0,25,8.99
"7007",7007,"Scary Maze",3000,7000,4000,0.99,133.33,51,0.49
"7008",7008,"Darkness and Flame: Born of Fire",2000,7000,5000,6.99,250,60,2.79
"7009",7009,"Trivia Vault: Movie Trivia",0,7000,7000,1.99,0,75,0.49
"7010",7010,"Box Maze Extreme",5000,7000,2000,0.99,40,51,0.49
"7011",7011,"Ultimate Select Hero / 究极勇者的选择传说",2000,7000,5000,1.99,250,60,0.79
"7012",7012,"樱之杜†净梦者 完全版 Sakura no Mori † Dreamers",5000,7000,2000,17.99,40,45,9.89
"7013",7013,"EARTHLOCK",3000,7000,4000,29.99,133.33,52,14.39
"7014",7014,"Indie Game Sim",4000,7000,3000,7.99,75,75,1.99
"7015",7015,"Klang",5000,7000,2000,14.99,40,75,3.74
"7016",7016,"SOK MIN",5000,7000,2000,1.99,40,75,0.49
"7017",7017,"Forgotten Realm RPG",2000,7000,5000,4.99,250,75,1.24
"7018",7018,"Trick Shot",5000,7000,2000,1.99,40,0,1.99
"7019",7019,"Super Blackjack Battle 2 Turbo Edition - The Card Warriors",4000,7000,3000,11.99,75,50,5.99
"7020",7020,"Mermaid Land",0,7000,7000,3.99,0,75,0.99
"7021",7021,"Card Quest",4000,7000,3000,9.99,75,50,4.99
"7022",7022,"GALAXY 3D SPACE DEFENDER",3000,7000,4000,0.99,133.33,51,0.49
"7023",7023,"Dehumanized",0,7000,7000,1.99,0,50,0.99
"7024",7024,"Neon Warp",4000,7000,3000,1.99,75,75,0.49
"7025",7025,"Zeus vs Monsters - Math Game for kids",3000,7000,4000,5.99,133.33,0,5.99
"7026",7026,"Math Speed Challenge",2000,7000,5000,0.99,250,51,0.49
"7027",7027,"Speedway Challenge League",5000,7000,2000,2.99,40,0,2.99
"7028",7028,"PRINCIPIA: Master of Science",5000,7000,2000,9.99,40,40,5.99
"7029",7029,"LIGHT",1000,7000,6000,0.99,600,75,0.49
"7030",7030,"Cold Space",3000,7000,4000,5.99,133.33,0,5.99
"7031",7031,"War Tech Fighters",5000,7000,2000,19.99,40,50,7.49
"7032",7032,"Tametsi",1000,7000,6000,2.99,600,75,0.74
"7033",7033,"WaveLand",3000,7000,4000,9.99,133.33,75,2.49
"7034",7034,"Dragon's Dungeon: Awakening",5000,7000,2000,9.99,40,90,0.99
"7035",7035,"Wayhaven Chronicles: Book One",4000,7000,3000,4.99,75,40,2.99
"7036",7036,"Jailbreak Russia",0,7000,7000,0.99,0,51,0.49
"7037",7037,"Fairy Escape",2000,7000,5000,1.99,250,75,0.49
"7038",7038,"Airbo",2000,7000,5000,0.99,250,51,0.49
"7039",7039,"Somewhere on Zibylon",5000,7000,2000,9.99,40,75,2.49
"7040",7040,"Clockwork",5000,7000,2000,2.99,40,90,0.49
"7041",7041,"Fated Souls",4000,7000,3000,9.99,75,90,0.99
"7042",7042,"Real Farm",5000,7000,2000,19.99,40,90,1.99
"7043",7043,"Escape Artist: The Trial",5000,7000,2000,0.99,40,51,0.49
"7044",7044,"Zombie Clicker Defense",5000,7000,2000,1.99,40,75,0.49
"7045",7045,"The Preposterous Awesomeness of Everything",5000,7000,2000,6.99,40,80,1.39
"7046",7046,"Outbreak: The New Nightmare",4000,7000,3000,12.99,75,70,3.89
"7047",7047,"Squirm",2000,7000,5000,1.99,250,70,0.59
"7048",7048,"Tower!3D",3000,7000,4000,29.99,133.33,50,14.99
"7049",7049,"Witches, Heroes and Magic",3000,7000,4000,7.99,133.33,90,1.49
"7050",7050,"BLADENET",5000,7000,2000,6.99,40,33,4.68
"7051",7051,"TITAN SLAYER",5000,7000,2000,12.99,40,50,6.49
"7052",7052,"Melting World Online",1000,7000,6000,9.99,600,60,3.99
"7053",7053,"Omegaland",1000,7000,6000,2.99,600,50,1.49
"7054",7054,"Colorzzle",1000,7000,6000,1.99,600,25,1.49
"7055",7055,"Night Trap - 25th Anniversary Edition",3000,7000,4000,14.99,133.33,66,5.09
"7056",7056,"Vanilla Bagel: The Roguelike",4000,7000,3000,12.99,75,77,2.98
"7057",7057,"Aeon",5000,7000,2000,19.99,40,70,5.99
"7058",7058,"Dispersio",3000,7000,4000,0.99,133.33,51,0.49
"7059",7059,"Dupio",3000,7000,4000,0.99,133.33,51,0.49
"7060",7060,"Winner Winner Chicken Dinner!",3000,7000,4000,0.99,133.33,51,0.49
"7061",7061,"Hard Rock Zombie Truck",3000,7000,4000,3.99,133.33,87,0.51
"7062",7062,"Dragon Fantasy: The Black Tome of Ice",5000,7000,2000,9.99,40,90,0.99
"7063",7063,"Skedaddle",5000,7000,2000,3.99,40,0,2.99
"7064",7064,"Snail Racer EXTREME",0,7000,7000,0.99,0,51,0.49
"7065",7065,"ASRECorp",1000,7000,6000,0.99,600,0,0.99
"7066",7066,"Myst III: Exile",0,7000,7000,14.99,0,40,8.99
"7067",7067,"Aviation Hurricane Storm",2000,7000,5000,0.99,250,51,0.49
"7068",7068,"Kynseed",0,7000,7000,9.99,0,0,9.99
"7069",7069,"Tiny Town VR",2000,7000,5000,14.99,250,40,8.99
"7070",7070,"Circle pong",5000,7000,2000,0.99,40,51,0.49
"7071",7071,"Trivia Vault Baseball Trivia",2000,7000,5000,1.99,250,75,0.49
"7072",7072,"Mystical",1000,7000,6000,4.99,600,50,2.49
"7073",7073,"The Crow's Eye",3000,7000,4000,4.99,133.33,80,0.99
"7074",7074,"Quanect",5000,7000,2000,1.99,40,75,0.74
"7075",7075,"Transparent Black",4000,7000,3000,0.99,75,45,0.54
"7076",7076,"PRE:ONE",3000,7000,4000,4.99,133.33,40,2.99
"7077",7077,"Z55Z",1000,7000,6000,1.99,600,75,0.49
"7078",7078,"Making History: The Second World War",3000,7000,4000,29.99,133.33,50,14.99
"7079",7079,"Gaygarin In deep as's'pace",0,7000,7000,0.99,0,51,0.49
"7080",7080,"Z Runaway",3000,7000,4000,1.99,133.33,75,0.49
"7081",7081,"Muv-Luv Alternative",4000,7000,3000,39.99,75,40,23.99
"7082",7082,"Monsters' Den: Book of Dread",4000,7000,3000,4.99,75,75,1.24
"7083",7083,"I wanna be The Cat",5000,7000,2000,6.99,40,20,5.59
"7084",7084,"OldMaidGirl",3000,7000,4000,1.99,133.33,20,1.59
"7085",7085,"ShellBlast: Legacy Edition",1000,6000,5000,3.99,500,75,0.99
"7086",7086,"Once in Yaissor 2",1000,6000,5000,0.99,500,45,0.54
"7087",7087,"My Car",4000,6000,2000,0.99,50,51,0.49
"7088",7088,"Cat doesn't like banana",0,6000,6000,0.99,0,51,0.49
"7089",7089,"Beachhead 2000",1000,6000,5000,2.99,500,0,2.99
"7090",7090,"Outrunner 2",4000,6000,2000,0.99,50,51,0.49
"7091",7091,"Solar Settlers",3000,6000,3000,9.99,100,33,6.69
"7092",7092,"Mystika 3 : Awakening of the dragons",2000,6000,4000,4.99,200,60,1.99
"7093",7093,"Sky Noon",4000,6000,2000,14.99,50,50,7.49
"7094",7094,"Anonymous ME",4000,6000,2000,6.99,50,0,6.99
"7095",7095,"The Warrior Of Treasures 2: Skull Hunter",0,6000,6000,0.99,0,51,0.49
"7096",7096,"ZHUST - THE ILLUSION SOUL",4000,6000,2000,4.99,50,80,0.99
"7097",7097,"Dig Dog",1000,6000,5000,2.99,500,33,2
"7098",7098,"Hostage: Rescue Mission",1000,6000,5000,4.99,500,50,2.49
"7099",7099,"Hunting Unlimited 2011",2000,6000,4000,9.99,200,65,3.49
"7100",7100,"Flurius",0,6000,6000,0.99,0,51,0.49
"7101",7101,"Renoir",4000,6000,2000,9.99,50,80,1.99
"7102",7102,"My zero trip",3000,6000,3000,0.99,100,51,0.49
"7103",7103,"Shogo: Mobile Armor Division",3000,6000,3000,9.99,100,66,3.39
"7104",7104,"Weaves of Fate",4000,6000,2000,3.99,50,25,2.99
"7105",7105,"Nyheim",3000,6000,3000,3.99,100,50,1.99
"7106",7106,"The Ditzy Demons Are in Love With Me",0,6000,6000,24.99,0,10,22.49
"7107",7107,"Achievement Lurker: Dad Jokes",2000,6000,4000,1.99,200,60,0.79
"7108",7108,"Girlfriend Cards",0,6000,6000,0.99,0,51,0.49
"7109",7109,"Beer Bar",0,6000,6000,0.99,0,51,0.49
"7110",7110,"Thea 2: The Shattering",0,6000,6000,24.99,0,10,22.49
"7111",7111,"DeerHunterX",2000,6000,4000,1.99,200,50,0.99
"7112",7112,"Trivia Vault: Golf Trivia",1000,6000,5000,1.99,500,75,0.49
"7113",7113,"XenoShyft",2000,6000,4000,9.99,200,61,3.89
"7114",7114,"PALEO museum VR",2000,6000,4000,1.99,200,20,1.59
"7115",7115,"Chamber 19",4000,6000,2000,14.99,50,0,14.99
"7116",7116,"9 Balls",1000,6000,5000,0.99,500,51,0.49
"7117",7117,"Raiden Legacy - Steam Edition",3000,6000,3000,9.99,100,50,4.99
"7118",7118,"Kitten Rampage",2000,6000,4000,7.99,200,50,3.99
"7119",7119,"Sorgina: A Tale of Witches",3000,6000,3000,9.99,100,70,2.99
"7120",7120,"SixGenerals | 六小将传说",2000,6000,4000,9.99,200,30,6.99
"7121",7121,"Hydroactive",3000,6000,3000,2.99,100,83,0.5
"7122",7122,"Cross And Crush",2000,6000,4000,3.99,200,75,1.99
"7123",7123,"Unstoppable Hamster",4000,6000,2000,4.99,50,87,0.5
"7124",7124,"Arevan",4000,6000,2000,7.99,50,90,0.79
"7125",7125,"与雾雨魔理沙一起偷重要的东西 ~ Happy Stealing with Kirisame Marisa",0,6000,6000,0.99,0,51,0.49
"7126",7126,"The Shadow of Hell",0,6000,6000,0.99,0,51,0.49
"7127",7127,"Phantom",2000,6000,4000,24.99,200,0,24.99
"7128",7128,"Alicia Quatermain: Secrets Of The Lost Treasures",2000,6000,4000,2.99,200,75,0.74
"7129",7129,"The Sunny Day 晴天",0,6000,6000,1.99,0,40,1.19
"7130",7130,"The Artifact",3000,6000,3000,7.99,100,55,3.59
"7131",7131,"Mogic",4000,6000,2000,0.99,50,51,0.49
"7132",7132,"Golf 2D",4000,6000,2000,1.99,50,75,0.49
"7133",7133,"Wrath of Loki VR Adventure",3000,6000,3000,2.99,100,84,0.49
"7134",7134,"Space Rocket",2000,6000,4000,0.99,200,51,0.49
"7135",7135,"Warlock Revenge",4000,6000,2000,2.99,50,83,0.5
"7136",7136,"The Cows Are Watching",3000,6000,3000,3.99,100,75,0.99
"7137",7137,"Holy Potatoes! What the Hell?!",4000,6000,2000,7.99,50,63,2.95
"7138",7138,"Escape From BioStation",4000,6000,2000,0.99,50,75,0.74
"7139",7139,"ClearMem :: Free Up Your RAM",0,6000,6000,9.99,0,51,4.89
"7140",7140,"Accounting+",0,6000,6000,11.99,0,15,10.19
"7141",7141,"Medieval Shopkeeper Simulator",3000,6000,3000,9.99,100,33,6.69
"7142",7142,"Idle Hunter",0,6000,6000,0.99,0,40,0.59
"7143",7143,"Agatha Knife",3000,6000,3000,11.99,100,50,5.99
"7144",7144,"Kittypocalypse - Ungoggled",4000,6000,2000,9.99,50,55,4.49
"7145",7145,"Train Simulator: London Subway",0,6000,6000,1.99,0,30,1.39
"7146",7146,"Sky Jac",3000,6000,3000,4.99,100,0,4.99
"7147",7147,"Escape the Mazes",3000,6000,3000,2.99,100,75,0.74
"7148",7148,"Beachhead 2002",2000,6000,4000,2.99,200,0,2.99
"7149",7149,"Hell in Paradise",3000,6000,3000,0.99,100,51,0.49
"7150",7150,"Tunnel Rats",2000,6000,4000,19.99,200,0,19.99
"7151",7151,"qop 3",4000,6000,2000,0.99,50,40,0.59
"7152",7152,"Viking's drakkars",3000,6000,3000,0.99,100,30,0.69
"7153",7153,"The friends of Ringo Ishikawa",3000,6000,3000,14.99,100,25,11.24
